tweet_id,text,clean_text,weak_intent
2901053,"@AmazonHelp I got an email that there was an attempt to connect to my account and I was provided with a security code to use, I changed my password to secure my account but when ever I am trying to sign in using my new or old password I can not sign in to my account please advice","I got an email that there was an attempt to connect to my account and I was provided with a security code to use, I changed my password to secure my account but when ever I am trying to sign in using my new or old password I can not sign in to my account please advice",account_payment_security
2720450,"@AmazonHelp @115821 Hi Amazon, you have charged me three times for one checkout, taking £254 when you should only be taking £84.98..","Hi Amazon, you have charged me three times for one checkout, taking £ when you should only be taking £ . ..",account_payment_security
431626,when amazon takes $50 out your bank account....im mad as shit,when amazon takes $ out your bank account....im mad as shit,account_payment_security
575354,"@115821 Hi guys! Everything is great except that I have to enter my password several times a day on the website, can you please fix that? If you think that asking password more often makes it more secure — it's totally opposite :)","Hi guys! Everything is great except that I have to enter my password several times a day on the website, can you please fix that? If you think that asking password more often makes it more secure — it's totally opposite :)",account_payment_security
2141295,"@AmazonHelp no i went in there and it shows this 

Set up your billing method

Your selling plan:
Professional selling plan view plan details
Total monthly subscription fee : $39.99 + additional selling fees. You will only be charged once you complete setting up your account.",no i went in there and it shows this Set up your billing method Your selling plan: Professional selling plan view plan details Total monthly subscription fee : $ . + additional selling fees. You will only be charged once you complete setting up your account.,account_payment_security
918210,"@115850 My order  ID 
407-3140681-7180313, used SBI debit card. Let me know when my cash back will be credited?","My order ID - - , used SBI debit card. Let me know when my cash back will be credited?",account_payment_security
2538939,@AmazonHelp Hi using everything correct as I usually would - even attempted to reset my password just to be 100% sure and getting the below https://t.co/zjKPze8ZrX,Hi using everything correct as I usually would - even attempted to reset my password just to be % sure and getting the below,account_payment_security
1322532,"@AmazonHelp My email address:__email__
And that virtual debit card is too registered on my Name.
And the transaction was also successful.",My email address:__email__ And that virtual debit card is too registered on my Name. And the transaction was also successful.,account_payment_security
63906,Why is @116618 showing AV_MOBILE_IOS_DETAILS_AIRDATE_WITH_COLON everywhere? Did you guys get hacked? @115850 @115851 https://t.co/Tw9THtkiTP,Why is showing AV_MOBILE_IOS_DETAILS_AIRDATE_WITH_COLON everywhere? Did you guys get hacked?,account_payment_security
2608587,"@AmazonHelp Hey, Amazon charged me again for something that was returned in July","Hey, Amazon charged me again for something that was returned in July",account_payment_security
2599722,"@AmazonHelp I’m on my mobile. No pop up pops up. 
What’s your telephone number?
I want my money to be transferred from my top up account back to my bank account, can this be done?","I’m on my mobile. No pop up pops up. What’s your telephone number? I want my money to be transferred from my top up account back to my bank account, can this be done?",account_payment_security
2278696,@AmazonHelp My I'd has been blocked by you. I'm unable to login into my account and you expect me to chat with you? Even more haven't received any mail from you.,My I'd has been blocked by you. I'm unable to login into my account and you expect me to chat with you? Even more haven't received any mail from you.,account_payment_security
179202,"@AmazonHelp I’m out and about, as I am everyday. 0800 numbers cost on a mobile. The problem is yours to fix, I simply changed my password!","I’m out and about, as I am everyday. numbers cost on a mobile. The problem is yours to fix, I simply changed my password!",account_payment_security
182890,"@AmazonHelp I did not receive anything I changed the password from amazon website but it did not work, even if i write the code it says incorrect","I did not receive anything I changed the password from amazon website but it did not work, even if i write the code it says incorrect",account_payment_security
182895,"@AmazonHelp I change my password three times in a row, and i tried to login, but still it says your password is incorrect","I change my password three times in a row, and i tried to login, but still it says your password is incorrect",account_payment_security
2290914,"Anyone else noticing @117634 Oasis 9th generation not charging? I've charged mine for about 4 hrs, hasn't reached half battery level. Wtf?","Anyone else noticing Oasis 9th generation not charging? I've charged mine for about hrs, hasn't reached half battery level. Wtf?",account_payment_security
317253,@AmazonHelp No email. Usually login with thumbprint but get an error message then went on actual website and I can’t login using password either,No email. Usually login with thumbprint but get an error message then went on actual website and I can’t login using password either,account_payment_security
1141495,@115821 I bought a two pieces of t shirt by debit card sbi but you can't refund me offers 10 percent.,I bought a two pieces of t shirt by debit card sbi but you can't refund me offers percent.,account_payment_security
181147,@AmazonHelp I can’t sign in to contact customer service. Password is correct. I tried to reset it. https://t.co/aGealFv1Id,I can’t sign in to contact customer service. Password is correct. I tried to reset it.,account_payment_security
1217538,"@115830 your customer service is aweful. My account was hacked n blocked 2 weeks ago, cannot access my account + no contact frm you at all","your customer service is aweful. My account was hacked n blocked weeks ago, cannot access my account + no contact frm you at all",account_payment_security
334899,"@AmazonHelp I have never changed my password, and it is saying it is wrong so i don’t know what is wrong.","I have never changed my password, and it is saying it is wrong so i don’t know what is wrong.",account_payment_security
2555136,@AmazonHelp Absolutely nothing and unlike other times received no help or explanation as to why I was charged and I am sure my item won’t ship until tomorrow (the original received by date)   So rather than explain they threw a credit my way,Absolutely nothing and unlike other times received no help or explanation as to why I was charged and I am sure my item won’t ship until tomorrow (the original received by date) So rather than explain they threw a credit my way,account_payment_security
1423778,"@AmazonHelp hi, i've been charged with a purchase that I didn't make. What's up with that?!","hi, i've been charged with a purchase that I didn't make. What's up with that?!",account_payment_security
1044194,@AmazonHelp @366906 Hi I ordered one item but have been sent two of the exact same and charged twice. Pls advise how to fix,Hi I ordered one item but have been sent two of the exact same and charged twice. Pls advise how to fix,account_payment_security
1445502,"@AmazonHelp I was hacked, your support team told me the issue would be resolved and my account restored. It's been 24 hours and no progress.","I was hacked, your support team told me the issue would be resolved and my account restored. It's been hours and no progress.",account_payment_security
401628,"@AmazonHelp Tried multiple time to reset password, says code has been sent to my email to verify its me. But it is never there. Please help!","Tried multiple time to reset password, says code has been sent to my email to verify its me. But it is never there. Please help!",account_payment_security
1425002,"Check ALL your @115821 orders! They ""delivered"" my damaged order back to their Vegas warehouse but still charged me. No explanation from CS.","Check ALL your orders! They ""delivered"" my damaged order back to their Vegas warehouse but still charged me. No explanation from CS.",account_payment_security
2318980,@115821 charged me $60 for something I did not purchase and now I literally have $4 in my bank 😒.,charged me $ for something I did not purchase and now I literally have $ in my bank 😒.,account_payment_security
2508094,"@AmazonHelp My password is working normally and I can sign-in and view Prime video, order goods and view my orders. It’s just the Music function that is sending an endless sing-in error cycle","My password is working normally and I can sign-in and view Prime video, order goods and view my orders. It’s just the Music function that is sending an endless sing-in error cycle",account_payment_security
1221830,"@AmazonHelp 405-5346082-8912369 It's an my product id...
I don't need cheque I need refund my money back in my bank account ....",- - It's an my product id... I don't need cheque I need refund my money back in my bank account ....,account_payment_security
2689369,"@115850 wrong product sent (200 ml instead of 400 ml), unit price listed above printed MRP on product (1550 instead of 1350) and charged GST over that!! What is going on!!! https://t.co/WfubB7noTt","wrong product sent ( ml instead of ml), unit price listed above printed MRP on product ( instead of ) and charged GST over that!! What is going on!!!",account_payment_security
2850733,"@AmazonHelp The t and c say to login, but my question is, if I'm already logged in, sould I logout and relogin to be eligible, or not necessary if already logged in?","The t and c say to login, but my question is, if I'm already logged in, sould I logout and relogin to be eligible, or not necessary if already logged in?",account_payment_security
91447,@AmazonHelp Wrong item delivered yet charged for it,Wrong item delivered yet charged for it,account_payment_security
954022,Dear @115821 my account officially has been hacked. I've NEVER purchased this or reviewed this item. #FixItNowPlease #Hacked https://t.co/qLtsqkQfzi,Dear my account officially has been hacked. I've NEVER purchased this or reviewed this item. #FixItNowPlease #Hacked,account_payment_security
1693689,"@119356 @115821 @AmazonHelp. They charged me extra amount see photos, now I want refund and compensation for the same from Amazon. Respond https://t.co/U4dDAOLBJP",". They charged me extra amount see photos, now I want refund and compensation for the same from Amazon. Respond",account_payment_security
1353509,"@435659 @AmazonHelp i received the same email too but instead i got charged £44, did you find out if the email was fake or not?","i received the same email too but instead i got charged £ , did you find out if the email was fake or not?",account_payment_security
379647,@115821 I got an email from __email__ to fill my application for university SDE role. I can't reset password.,I got an email from __email__ to fill my application for university SDE role. I can't reset password.,account_payment_security
714759,@AmazonHelp I summited a request. I was charged a fee and never refunded. I’ve put around $80 into a book I never got. That’s not very fair,I summited a request. I was charged a fee and never refunded. I’ve put around $ into a book I never got. That’s not very fair,account_payment_security
2669236,"@AmazonHelp how come i can not log-in even with the new password i just changed it to? 
Primevideo, not working, Amazon, not working either...
Hoped i could spend my sunday not being frustrated :D","how come i can not log-in even with the new password i just changed it to? Primevideo, not working, Amazon, not working either... Hoped i could spend my sunday not being frustrated :D",account_payment_security
21447,@115850 i want to cancel my order but there is no option of cancellation Help I have made e-payment by debit card,i want to cancel my order but there is no option of cancellation Help I have made e-payment by debit card,account_payment_security
521753,"@115821 TEN MINUTES OF AMAZON ADVERTISEMENTS, OPT-OUT OFFERS AND REFUSING TO LET ME CREATE A PROFILE FOR MY NEPHEW AFTER FORCING AN AMAZON LOGIN TO LET ME START USING THIS THING.  UNACCEPTABLE","TEN MINUTES OF AMAZON ADVERTISEMENTS, OPT-OUT OFFERS AND REFUSING TO LET ME CREATE A PROFILE FOR MY NEPHEW AFTER FORCING AN AMAZON LOGIN TO LET ME START USING THIS THING. UNACCEPTABLE",account_payment_security
2465228,"@115830 whats your helpline number, my account has been hacked into.","whats your helpline number, my account has been hacked into.",account_payment_security
2852156,@118919 delivery guy mentioned 10% cash back into my account if I paid by credit card but nothing yet https://t.co/2zAFOj0rxF,delivery guy mentioned % cash back into my account if I paid by credit card but nothing yet,account_payment_security
530799,@AmazonHelp amazon told me a fraudulent purchase on my account had been cancelled but my money has now left my bank account - would like this resolved quickly?,amazon told me a fraudulent purchase on my account had been cancelled but my money has now left my bank account - would like this resolved quickly?,account_payment_security
1005134,"@115851 Hello! My husband purchased a camera for my son on @115821 and we were charged twice for it. We called last night and the charge went from pending to processed... twice. How can we fix this, please? Thanks!","Hello! My husband purchased a camera for my son on and we were charged twice for it. We called last night and the charge went from pending to processed... twice. How can we fix this, please? Thanks!",account_payment_security
2435005,"@AmazonHelp Can't login it says Account locked

Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account.",Can't login it says Account locked Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account.,account_payment_security
1611032,@AmazonHelp I am unable to login. It shows my email Id is no longer registered. someone has changed my email Id as well in the amazon accoun,I am unable to login. It shows my email Id is no longer registered. someone has changed my email Id as well in the amazon accoun,account_payment_security
1606518,"@AmazonHelp (2/2) bank account says that a transaction has been made on Amazon, which is weird, and I wish for a refund. Got no help via Email.","( / ) bank account says that a transaction has been made on Amazon, which is weird, and I wish for a refund. Got no help via Email.",account_payment_security
2316948,"@115850 @AmazonHelp 
As per Great India Sale on 9th August to 12th August 2017, i should get 15% cashback of ₹750.60 for order value ₹5004 .I made payment using SBI Credit card through Amazon mobile app.But i had received only 10% cashback of ₹500.40 on 11th Nov 2017.","As per Great India Sale on 9th August to 12th August , i should get % cashback of ₹ . for order value ₹ .I made payment using SBI Credit card through Amazon mobile app.But i had received only % cashback of ₹ . on 11th Nov .",account_payment_security
430026,"@AmazonHelp It's not about winning, but whenever I find product it's redirect me to login page, And No login page if I try late","It's not about winning, but whenever I find product it's redirect me to login page, And No login page if I try late",account_payment_security
900393,"@115850 I received refund in my bank account thank you
Now I am satisfied @115851",I received refund in my bank account thank you Now I am satisfied,account_payment_security
317459,@AmazonHelp I had created an account on Amazon page for affiliate marketing &amp; not able login into my account,I had created an account on Amazon page for affiliate marketing &amp; not able login into my account,account_payment_security
2761684,"man i just realised my amazon prime free trial JUST ended and it hit my bank account like a brick

right after pay day too mayne :(",man i just realised my amazon prime free trial JUST ended and it hit my bank account like a brick right after pay day too mayne :(,account_payment_security
222856,@AmazonHelp We would like to see SBI and ICICI debit/credit cards also signed up for cash back offers along with Citi Bank.,We would like to see SBI and ICICI debit/credit cards also signed up for cash back offers along with Citi Bank.,account_payment_security
2516997,@AmazonHelp I rejected Amazon Pay transactions on my credit card which were nothing to do with me.  I've never even heard of it let alone used it.  Amazon were told this 3 weeks ago after they locked the a/c for the first time but it was still locked again last night,I rejected Amazon Pay transactions on my credit card which were nothing to do with me. I've never even heard of it let alone used it. Amazon were told this weeks ago after they locked the a/c for the first time but it was still locked again last night,account_payment_security
2292940,"@115850 Management, I beg you dont mess with my security! My security is my responsibility so don't force me to verify every time I fkin login! https://t.co/IJVcefPYJE","Management, I beg you dont mess with my security! My security is my responsibility so don't force me to verify every time I fkin login!",account_payment_security
470159,"@AmazonHelp i already filed complain but your representatives just ignoring the act and assuring me that i get my money back in my AMAZON PAY
but i cleary told them that i take money in my bank account as i dont want to purchase anything from you without my desire..dont trap ur customers",i already filed complain but your representatives just ignoring the act and assuring me that i get my money back in my AMAZON PAY but i cleary told them that i take money in my bank account as i dont want to purchase anything from you without my desire..dont trap ur customers,account_payment_security
248152,"@115850 
Will  you please take care to refund my Rs 100/- unethically charged for shipment .",Will you please take care to refund my Rs /- unethically charged for shipment .,account_payment_security
740940,@115821 charged me 2631 rs more than the printed MRP on the product. Customer service has no answer 30 mins call on hold. @AmazonHelp,charged me rs more than the printed MRP on the product. Customer service has no answer mins call on hold.,account_payment_security
2985537,"bitch, why did i just check my bank account to find out amazon charged me $106 https://t.co/dnPRrvx9N3","bitch, why did i just check my bank account to find out amazon charged me $",account_payment_security
2886618,"@AmazonHelp Hi, latest order hasn’t arrived though my account says it has been handed to resident. Don’t have any items but have been charged and no way to report on website. Please help!","Hi, latest order hasn’t arrived though my account says it has been handed to resident. Don’t have any items but have been charged and no way to report on website. Please help!",account_payment_security
2536341,"@115821 
Hi team
 When I logged in to amazon it's showing incorrect password please resolve my issue",Hi team When I logged in to amazon it's showing incorrect password please resolve my issue,account_payment_security
63863,@119356 Absolutely wrong practice by Amazon India. Order#407-6746802-0925919. Item 1: price 149 while placing the order.  Charged Rs. 25 for shipping on delivery. New way to cheat...very small amt but new way to overcharge... SHAME,Absolutely wrong practice by Amazon India. Order# - - . Item : price while placing the order. Charged Rs. for shipping on delivery. New way to cheat...very small amt but new way to overcharge... SHAME,account_payment_security
2940242,"@115850 hello ..m not able to login to my account. It is asking me otp.. but unfortunately my email is wrong:-  __email__ , which actually should be ""https://t.co/eZDeto0Par' , also my registered nom is now closed. So neither m getting otp on mail nor on phone.","hello ..m not able to login to my account. It is asking me otp.. but unfortunately my email is wrong:- __email__ , which actually should be "" , also my registered nom is now closed. So neither m getting otp on mail nor on phone.",account_payment_security
1290423,@115821 I'm a big fan but not of your recent customer service! Account was hacked last night. Wife has called 3 times and gotten run around!,I'm a big fan but not of your recent customer service! Account was hacked last night. Wife has called times and gotten run around!,account_payment_security
2273518,@AmazonHelp Hey amazon I tried resetting my password but it did not work so please help me!,Hey amazon I tried resetting my password but it did not work so please help me!,account_payment_security
769633,@AmazonHelp if I pre order the new LA Noire game on Xbox one when will the money come out of my bank account?,if I pre order the new LA Noire game on Xbox one when will the money come out of my bank account?,account_payment_security
2768983,@AmazonHelp I have cancelled it! Ages ago. And still been charged?,I have cancelled it! Ages ago. And still been charged?,account_payment_security
1658998,@AmazonHelp I won't be shopping from Amazon anymore. I want to transfer my Amazon pay funds back to my bank account,I won't be shopping from Amazon anymore. I want to transfer my Amazon pay funds back to my bank account,account_payment_security
1430069,"@AmazonHelp hello, after charing my card, Amazon says credit card is declined, even though the amount is charged and withdrawn?","hello, after charing my card, Amazon says credit card is declined, even though the amount is charged and withdrawn?",account_payment_security
306154,@AmazonHelp It keeps saying my password is incorrect but I know I'm using the right password. I called yesterday &amp; they said something about a hold.,It keeps saying my password is incorrect but I know I'm using the right password. I called yesterday &amp; they said something about a hold.,account_payment_security
989992,"So when @115830 tell you they’ve “sorted out” a payment that they screwed up, what they mean is they’ve charged one of your other cards without your knowledge or permission. Personally, I consider that fraud. Your thoughts, @24961 ?","So when tell you they’ve “sorted out” a payment that they screwed up, what they mean is they’ve charged one of your other cards without your knowledge or permission. Personally, I consider that fraud. Your thoughts, ?",account_payment_security
1046539,"@115821 @115850 @AmazonHelp Should I just reset this person's password, log in and delete the account?  Can't contact support without acct","Should I just reset this person's password, log in and delete the account? Can't contact support without acct",account_payment_security
1481835,"@AmazonHelp That’s not helpful, nor does it answer my question. Under change payment, I can only change credit cards not add gift cards. Why not?","That’s not helpful, nor does it answer my question. Under change payment, I can only change credit cards not add gift cards. Why not?",account_payment_security
2636940,"@AmazonHelp hey I've contacted customer service three times in the last week and been promised I'd be helped by your advance team every time, yet I just keep getting my password reset and have never been contacted. What's up with that.","hey I've contacted customer service three times in the last week and been promised I'd be helped by your advance team every time, yet I just keep getting my password reset and have never been contacted. What's up with that.",account_payment_security
176387,"@AmazonHelp As I checked,my account has been signed out on all devices,but I still can’t login and keep getting the ‘password is not correct’ message.","As I checked,my account has been signed out on all devices,but I still can’t login and keep getting the ‘password is not correct’ message.",account_payment_security
1662581,"@AmazonHelp However upon clicking this and entering login credentials again, received an error saying these were the same details twice! HELP!!","However upon clicking this and entering login credentials again, received an error saying these were the same details twice! HELP!!",account_payment_security
412991,@AmazonHelp Nope no spam. I received an email asking me to verify my credit card by fax which i did and still no response.,Nope no spam. I received an email asking me to verify my credit card by fax which i did and still no response.,account_payment_security
1895406,You literally fucking charged me £7.10 FOR ONE PHONE CALL THAT LASTED 13 MINS @115830 fuck you guys,You literally fucking charged me £ . FOR ONE PHONE CALL THAT LASTED MINS fuck you guys,account_payment_security
1271558,@AmazonHelp i'm unable to add another account to my amazon fire even though im putting in the correct password everytime.,i'm unable to add another account to my amazon fire even though im putting in the correct password everytime.,account_payment_security
1830696,@115850 I have added money to amazon pay but due to your server error it showed me bad request. Give me my money back in my bank account.,I have added money to amazon pay but due to your server error it showed me bad request. Give me my money back in my bank account.,account_payment_security
1771703,"@AmazonHelp Thanks CR, but when I phoned (twice) neither person could help and told me that someone would phone me/be in touch. I asked to be transferred to the Password Escalation team and they didn’t know how to do that. Is there nothing that you can do to help please? 🙁","Thanks CR, but when I phoned (twice) neither person could help and told me that someone would phone me/be in touch. I asked to be transferred to the Password Escalation team and they didn’t know how to do that. Is there nothing that you can do to help please? 🙁",account_payment_security
2312785,"@AmazonHelp I might have, I don't remember, I know it asked me to change my password, and I got a few emails, but they ended up I believe getting sent to my spam bin and deleted.","I might have, I don't remember, I know it asked me to change my password, and I got a few emails, but they ended up I believe getting sent to my spam bin and deleted.",account_payment_security
2474969,@AmazonHelp U every time send me this msg. I have told u that my login id has blocked than how can I login from this form.,U every time send me this msg. I have told u that my login id has blocked than how can I login from this form.,account_payment_security
1482884,@464332 @115821 lost package but I will get a refund when they receive it back?! Hello? You said it’s lost!Disputed with credit card😡,lost package but I will get a refund when they receive it back?! Hello? You said it’s lost!Disputed with credit card😡,account_payment_security
1983630,@amazonhelp hi i need help immediately someone has changed my password and spent £225 on my account,hi i need help immediately someone has changed my password and spent £ on my account,account_payment_security
2564064,"@AmazonHelp They tried to deliver the order, I was out, they didnt try my neighbours (who were all in, both sides and opposite). So I wanted to login and specify that they can leave it with a neighbour, but I got that message.","They tried to deliver the order, I was out, they didnt try my neighbours (who were all in, both sides and opposite). So I wanted to login and specify that they can leave it with a neighbour, but I got that message.",account_payment_security
2379618,@AmazonHelp Well I have gone through your policy. But seller should refund the overcharged price if the MRP mentioned on website is higher than the MRP marked on product sent to the customer. Dont you think so ??,Well I have gone through your policy. But seller should refund the overcharged price if the MRP mentioned on website is higher than the MRP marked on product sent to the customer. Dont you think so ??,account_payment_security
483054,@115821 Thanks for sending my credit card into fraud alert. I’m still locked out so I assume I will not be getting my @117013 a7r iii from you. This is frustrating.,Thanks for sending my credit card into fraud alert. I’m still locked out so I assume I will not be getting my a7r iii from you. This is frustrating.,account_payment_security
383360,@115830 are a jokeeee. I've been hacked and now I have to sort it myself despite there being sums of money taken out of my account daily!,are a jokeeee. I've been hacked and now I have to sort it myself despite there being sums of money taken out of my account daily!,account_payment_security
2481426,@AmazonHelp nope. It's really odd. I've changed it 10 times (at least) then can't login using my new p/w. I resent it again - same thing :/,nope. It's really odd. I've changed it times (at least) then can't login using my new p/w. I resent it again - same thing :/,account_payment_security
1387129,I just opened my email to find ONE HUNDRED AND EIGHTY-TWO EMAILS FROM @115821 about password assistance???,I just opened my email to find ONE HUNDRED AND EIGHTY-TWO EMAILS FROM about password assistance???,account_payment_security
558451,"It may not be November anymore, but I’m so #thankful for Amazon... and prime with its free shipping... and not having to leave the house. 

...my bank account is not so thankful 🤷🏻‍♀️🤑","It may not be November anymore, but I’m so #thankful for Amazon... and prime with its free shipping... and not having to leave the house. ...my bank account is not so thankful 🤷🏻‍♀️🤑",account_payment_security
2474818,".@AmazonHelp and to add insult to injury, instead of refunding the entire amount of an order that seems to be lost, I have been charged a restocking fee. What's happening to you?",". and to add insult to injury, instead of refunding the entire amount of an order that seems to be lost, I have been charged a restocking fee. What's happening to you?",account_payment_security
1412822,"@AmazonHelp I am asking for the same phone, if not blue then get me black,I got this phone under 10% cask back @74660 rs offer using sbi debit card","I am asking for the same phone, if not blue then get me black,I got this phone under % cask back rs offer using sbi debit card",account_payment_security
470763,"@227091 @115830 This isn’t good. I changed my password as was worried I had been hacked. Seems more likely to be Amazon though, since amount is small.","This isn’t good. I changed my password as was worried I had been hacked. Seems more likely to be Amazon though, since amount is small.",account_payment_security
358780,"@AmazonHelp +6282232645222 I cant use my gift card to order, i havent credit card, so i have gift card only. btw shipping to Indonesia","+ I cant use my gift card to order, i havent credit card, so i have gift card only. btw shipping to Indonesia",account_payment_security
