tweet_id,author_id,inbound,text,in_response_to_tweet_id,language,clean_text,intent_candidate,intent
1387295,174522,True,@AmazonHelp why hasn't my order been shipped yet it was released yesterday annoyed yet again,,en,why hasn't my order been shipped yet it was released yesterday annoyed yet again,other,delivery_status
245942,174411,True,*Pays for a prime membership just to get shipping dates that are 10 days out* ....I'm mad at y'all @115821,,en,*Pays for a prime membership just to get shipping dates that are days out* ....I'm mad at y'all,prime_membership,late_missing_delivery
5197,284268,True,@115850 Redmi 4a 32gb stock me aaye tab बताना.,5159.0,en,Redmi 4a 32gb stock me aaye tab बताना.,other,product_information
1724716,293451,True,@AmazonHelp Contacting customer care but nothing happened. It is the main reason you still behind @118702 their Ekart delivery never fails like you.,1724714.0,en,Contacting customer care but nothing happened. It is the main reason you still behind their Ekart delivery never fails like you.,technical_product_support,complaint_general
1741069,525284,True,"@115821 is really the best!

Amazon Prime
Amazon Now 
Amazon Fresh 

they really are taking over everything.. i hope they last forever!",,en,is really the best! Amazon Prime Amazon Now Amazon Fresh they really are taking over everything.. i hope they last forever!,other,complaint_general
2868385,796589,True,@AmazonHelp Useless reply.. not surprising you must have not read what I wrote..,2868384.0,en,Useless reply.. not surprising you must have not read what I wrote..,other,complaint_general
2201699,643887,True,"@UPSHelp your driver just chuck my packages off his van, hope my @115830 order is ok, 2 chest of drawers!!",,en,"your driver just chuck my packages off his van, hope my order is ok, chest of drawers!!",other,damaged_wrong_item
2534444,721132,True,"@AmazonHelp It says it's out for delivery today. I want to be able to clarify they are delivering to the correct address, i.e. my house, not the bungalow down the road that's in the next district with a different postcode but has the same number.",2534443.0,en,"It says it's out for delivery today. I want to be able to clarify they are delivering to the correct address, i.e. my house, not the bungalow down the road that's in the next district with a different postcode but has the same number.",other,delivery_status
2754603,771018,True,"@115821 amazing customer service, get told one thing wait 4 hours for delivery, get told the truth, then get hang up on. Top marks",,en,"amazing customer service, get told one thing wait hours for delivery, get told the truth, then get hang up on. Top marks",complaint_general,complaint_general
1250678,120404,True,"@AmazonHelp My friend, am just suggesting to provide ""made in"" in the tech.specs. Thats all,if i want to purchase sumthing, i must kno where its made in",1250677.0,en,"My friend, am just suggesting to provide ""made in"" in the tech.specs. Thats all,if i want to purchase sumthing, i must kno where its made in",other,product_information
1567439,399203,True,@AmazonHelp It's pre installed on our smart tv. Not on an iPad etc. So don't think we can in/re-install the app... any other advice?,1567438.0,en,It's pre installed on our smart tv. Not on an iPad etc. So don't think we can in/re-install the app... any other advice?,technical_product_support,technical_product_support
2985445,146165,True,"@115850 - Amazing offer buy a mobile phone and get detergent bar instead. @115851
FRAUD alert !! 🚨 

Message to all Amazon users - Do videotape your packages after delivery, you might get shocked seeing whats inside
@47565 @2246 @1303 https://t.co/KnMefwg7DQ",,en,"- Amazing offer buy a mobile phone and get detergent bar instead. FRAUD alert !! 🚨 Message to all Amazon users - Do videotape your packages after delivery, you might get shocked seeing whats inside",other,damaged_wrong_item
1115285,383175,True,@115850 I have placed the order 4__credit_card__ under lighting deal &amp; my order cancelled by amazon. Please deliver the cancelled items.,,en,I have placed the order 4__credit_card__ under lighting deal &amp; my order cancelled by amazon. Please deliver the cancelled items.,other,order_cancellation
2078542,614744,True,"Ah, the excesses of today’s packaging... and the photo doesn’t reveal the crumpled brown paper padding in the @115830 box! https://t.co/GtB5NgiRPR",,en,"Ah, the excesses of today’s packaging... and the photo doesn’t reveal the crumpled brown paper padding in the box!",other,damaged_wrong_item
1353505,297351,True,@115850 @115850 beware of paying in advance bcoz Amazon deducts courier charges from advance orders and no provision for deducting it from COD,1353501.0,en,beware of paying in advance bcoz Amazon deducts courier charges from advance orders and no provision for deducting it from COD,other,account_payment_security
2937380,133250,True,"@AmazonHelp Now i just want proper solution,",2937383.0,en,"Now i just want proper solution,",other,complaint_general
1595319,490178,True,@115850 pls make such available in India...  funko pop game of thrones,,en,pls make such available in India... funko pop game of thrones,other,product_information
2946741,813911,True,@AmazonHelp your website sucks and gives no help or email to speak to anyone,,en,your website sucks and gives no help or email to speak to anyone,other,complaint_general
2526916,442366,True,"@AmazonHelp can u make it delivered by tomorrow. It's very nearby just 6, 7 km away",2526915.0,en,"can u make it delivered by tomorrow. It's very nearby just , km away",other,delivery_status
2575202,730249,True,"Dear @115821, thank you very much for delivering my parcel to my garden...I have not paid for prime to enable me to play hide and seek...hopefully one day I may find my goggles",,en,"Dear , thank you very much for delivering my parcel to my garden...I have not paid for prime to enable me to play hide and seek...hopefully one day I may find my goggles",other,delivered_not_received
2279455,260116,True,@AmazonHelp There is no option in the website help section to tell you about a problem with the wish list. All should be working but the lists disappear and there is no option to save/remember them. This is very poor.,2279454.0,en,There is no option in the website help section to tell you about a problem with the wish list. All should be working but the lists disappear and there is no option to save/remember them. This is very poor.,technical_product_support,technical_product_support
2885667,329569,True,Oh what's what...? Another @115830 order being dispatched with a 3 day delivery window? 🤣. Gonna incorporate this into my next story. #gottalovePrime,,en,Oh what's what...? Another order being dispatched with a day delivery window? 🤣. Gonna incorporate this into my next story. #gottalovePrime,other,late_missing_delivery
2371386,684238,True,@AmazonHelp I’m hoping they arrive tomorrow I’m expecting a few more packages tomorrow so if my ones that we’re supposed to be here today aren’t here tomorrow I’ll contact,2371384.0,en,I’m hoping they arrive tomorrow I’m expecting a few more packages tomorrow so if my ones that we’re supposed to be here today aren’t here tomorrow I’ll contact,delivery_status,late_missing_delivery
1349086,434616,True,"@AmazonHelp Very disappointed that my order has come in this condition, not happy at all, it is completely bent throughout. https://t.co/5u6SzpNuzj",,en,"Very disappointed that my order has come in this condition, not happy at all, it is completely bent throughout.",technical_product_support,damaged_wrong_item
2578527,731036,True,"@AmazonHelp I have no trusted devices that I can sign into without a code from two step verification. I have made support aware of this and when they said that they passed the information along to the two step verification team and I would hear back from them in 48 hours, I didn't.",2578528.0,en,"I have no trusted devices that I can sign into without a code from two step verification. I have made support aware of this and when they said that they passed the information along to the two step verification team and I would hear back from them in hours, I didn't.",other,account_payment_security
231518,171139,True,@115821 order no 405-4417879-1189968 - ordered iPhone 7 rose gold 32gb but got used iPhone 7 blue 128 gb.. pathetic service.. https://t.co/04fxb6obCj,,en,order no - - - ordered iPhone rose gold 32gb but got used iPhone blue gb.. pathetic service..,other,damaged_wrong_item
385396,207247,True,@AmazonHelp WHERE ARE MY ORDERS ?? I am not getting any support at all,385394.0,en,WHERE ARE MY ORDERS ?? I am not getting any support at all,other,delivery_status
667710,276810,True,@AmazonHelp Im beginning to think gift cards get stolen .... maybe @115821 needs to beef up security &amp; do background checks on driver,667709.0,en,Im beginning to think gift cards get stolen .... maybe needs to beef up security &amp; do background checks on driver,other,account_payment_security
2455770,384720,True,@AmazonHelp I got my wires crossed .. only the deluxe edition comes with early access .. I’ve got my hero code now .. thanks for the help,2455769.0,en,I got my wires crossed .. only the deluxe edition comes with early access .. I’ve got my hero code now .. thanks for the help,other,product_information
1016798,131541,True,What is wrong with you #Amazon  @115850 ? https://t.co/niUMJdUEXM,,en,What is wrong with you #Amazon ?,other,complaint_general
660403,152230,True,"How do you sell a photography book as e-book, in PDF? @115821 @117634",,en,"How do you sell a photography book as e-book, in PDF?",other,product_information
2432769,504452,True,"@AmazonHelp ALREADY DID AND NO HELP WHATSOEVER!! First it takes forever to get a reply, and when you get a reply is just as you: copy and paste answers, with little help and empathy. Every time I get a different person, you'll think I would be escalated to a supervisor by now but nah..",2432768.0,en,"ALREADY DID AND NO HELP WHATSOEVER!! First it takes forever to get a reply, and when you get a reply is just as you: copy and paste answers, with little help and empathy. Every time I get a different person, you'll think I would be escalated to a supervisor by now but nah..",late_missing_delivery,complaint_general
14022,118951,True,@117093 supervisor Jennifer just hung up on me after refusing 2 provide protocol 4 handling the GreenInsulatedCarriers AF delivers in.  downtown Condos need 2 understand how 2 work w/this new service R small front halls R not designed 4 this service. Was hoping 2 collaborate,,en,supervisor Jennifer just hung up on me after refusing provide protocol handling the GreenInsulatedCarriers AF delivers in. downtown Condos need understand how work w/this new service R small front halls R not designed this service. Was hoping collaborate,late_missing_delivery,complaint_general
2756723,436861,True,Hilariously terrible service from @115821 and their CS reps. Both on phone and in person. Almost seems like they are intentionally messing up my deliveries ever since I initially complained to them. holy hell so bad.,,en,Hilariously terrible service from and their CS reps. Both on phone and in person. Almost seems like they are intentionally messing up my deliveries ever since I initially complained to them. holy hell so bad.,complaint_general,complaint_general
1342630,150492,True,Hi @AmazonHelp - can you tell me why one part of my order hasn’t been delivered with the rest? Shown as dispatched by not out for delivery.,,en,Hi - can you tell me why one part of my order hasn’t been delivered with the rest? Shown as dispatched by not out for delivery.,other,delivery_status
1590593,489036,True,"@115821 ordered special ingredient dgfood for special needs dog, to be shipped by 11/3, told 11/3 can’t ship by email. Fulfill the order.",,en,"ordered special ingredient dgfood for special needs dog, to be shipped by / , told / can’t ship by email. Fulfill the order.",other,late_missing_delivery
206938,165000,True,@AmazonHelp I’ve spoken to someone on the phone and they arranged a refund.  Can you confirm that the order is cancelled ( account shows replacement ),206936.0,en,I’ve spoken to someone on the phone and they arranged a refund. Can you confirm that the order is cancelled ( account shows replacement ),return_refund,order_cancellation
1616526,271719,True,@115830 not a great week for you! My second parcel was thrown into the back garden with no note through the door and is wet and ripped... 😡😡😡 https://t.co/mHMsaICht2,,en,not a great week for you! My second parcel was thrown into the back garden with no note through the door and is wet and ripped... 😡😡😡,other,damaged_wrong_item
2918654,807841,True,2nd time this year I've received a new book from @116090 that's arrived with the dust jacket torn and the edges of the book dented. So irritating. https://t.co/Nk471D5AlY,,en,2nd time this year I've received a new book from that's arrived with the dust jacket torn and the edges of the book dented. So irritating.,delivery_status,damaged_wrong_item
2130922,627167,True,When/why did leaving deliveries on doorsteps without a signature become a thing? Two missing deliveries in two weeks :( @115830 @126705,,en,When/why did leaving deliveries on doorsteps without a signature become a thing? Two missing deliveries in two weeks :(,other,delivered_not_received
359217,201075,True,@AmazonHelp Done... But they say to return... Why extra harassment to me? Is it my fault?,359216.0,en,Done... But they say to return... Why extra harassment to me? Is it my fault?,return_refund,return_refund
465152,225640,True,"In my opinion amazon prime isn’t worth it
2nd time in a row my order didn’t arrive when it said it was /:",,en,In my opinion amazon prime isn’t worth it 2nd time in a row my order didn’t arrive when it said it was /:,delivery_status,late_missing_delivery
1591113,489163,True,Won’t be using @115821 this year. They chose to lose me as customer rather than stop using @2150 for my address #LateAgain #LoserShip,,en,Won’t be using this year. They chose to lose me as customer rather than stop using for my address #LateAgain #LoserShip,late_missing_delivery,late_missing_delivery
2128998,312489,True,@115821 @AmazonHelp learn how to ship Funko pops. ridiculous that 4 of 4 are damaged cause of how poorly they were packaged.,,en,learn how to ship Funko pops. ridiculous that of are damaged cause of how poorly they were packaged.,damaged_wrong_item,damaged_wrong_item
909528,336037,True,"@AmazonHelp OK, could U please tell me previous sold out time?? So that I can prepare myself",909527.0,en,"OK, could U please tell me previous sold out time?? So that I can prepare myself",other,product_information
832116,318180,True,@AmazonHelp No... I ask it to play a song and after a delay it starts playing then stops saying it can’t play right now,832117.0,en,No... I ask it to play a song and after a delay it starts playing then stops saying it can’t play right now,other,technical_product_support
2841783,790710,True,@115821 @117795  thank you for amazinggg fast service! Ordered headphones on Prime Now and was here in 30 min!,,en,thank you for amazinggg fast service! Ordered headphones on Prime Now and was here in min!,other,complaint_general
181292,158571,True,"When did @115821 prime start selling fake @10352 . Received wrong style of boot, wrong color and wrong size . #shakingmyhead",,en,"When did prime start selling fake . Received wrong style of boot, wrong color and wrong size . #shakingmyhead",other,damaged_wrong_item
111750,140823,True,"@AmazonHelp , @188  - does the facebook app for Fire OS support facebook live ?",,en,", - does the facebook app for Fire OS support facebook live ?",technical_product_support,product_information
2807307,365554,True,@AmazonHelp For some reason it just arrived smh never mind cancel my anger,2807306.0,en,For some reason it just arrived smh never mind cancel my anger,delivery_status,complaint_general
517656,239366,True,Amazon amazon amazon what’s the point of being a prime member if you can’t deliver my package within 2 days!,,en,Amazon amazon amazon what’s the point of being a prime member if you can’t deliver my package within days!,prime_membership,late_missing_delivery
1293737,422543,True,@115850 product not delivered and tracking status showing..Delivery delayed on customer request..No request made for delay delivery,,en,product not delivered and tracking status showing..Delivery delayed on customer request..No request made for delay delivery,late_missing_delivery,late_missing_delivery
2110309,622541,True,"@AmazonHelp Oops, I forgot to mention that this happens only on my Windows desktop. On my OP5T this opens up the Play store link. 
But, even on Windows OS shouldn't this open the Android Play store page given that this is the offer detail page for OnePlus 5T ?",2110308.0,en,"Oops, I forgot to mention that this happens only on my Windows desktop. On my OP5T this opens up the Play store link. But, even on Windows OS shouldn't this open the Android Play store page given that this is the offer detail page for OnePlus 5T ?",technical_product_support,technical_product_support
704330,288306,True,"@149087 Just unboxed OnePlus 5T &amp; was greeted by defective screen. Peeled off the screen guard,updated OTA,factory reset-still the same! Do you even have a quality check team?!?! Thanks to @115850 it will probably be replaced or refunded. https://t.co/edVzZOkQmu",,en,"Just unboxed OnePlus 5T &amp; was greeted by defective screen. Peeled off the screen guard,updated OTA,factory reset-still the same! Do you even have a quality check team?!?! Thanks to it will probably be replaced or refunded.",return_refund,damaged_wrong_item
2866020,713768,True,"@AmazonHelp It has not been 90 days, 58 days. I have to wait 90 before I can file a claim. That is ridiculous",2866021.0,en,"It has not been days, days. I have to wait before I can file a claim. That is ridiculous",other,complaint_general
1399333,445380,True,never save ur card details w/ @2005 @AmazonHelp they hv been deducting money frm my acc frm past 6months nw inspite of 100 complaints,,en,never save ur card details w/ they hv been deducting money frm my acc frm past 6months nw inspite of complaints,complaint_general,account_payment_security
2973765,820144,True,"when you pay extra to have @116090 send a package on time and it says it’s going to be delivered today, but it’s 9PM and your package is still in another province...",,en,"when you pay extra to have send a package on time and it says it’s going to be delivered today, but it’s 9PM and your package is still in another province...",other,late_missing_delivery
1307211,350180,True,@AmazonHelp I hope ... now it's done!! https://t.co/XYeWeSfsg4,1307210.0,en,I hope ... now it's done!!,other,complaint_general
2570415,122718,True,@AmazonHelp what's the point in a prime membership if you send items from Edinburgh to Dundee to get delivered in edinburgh? Still waiting!,,en,what's the point in a prime membership if you send items from Edinburgh to Dundee to get delivered in edinburgh? Still waiting!,prime_membership,late_missing_delivery
2672297,752410,True,hey @115817 and @115821 I ordered smth last Thursday that shouldve ben here on saturday but its tuesday and i need it can u please send it,,en,hey and I ordered smth last Thursday that shouldve ben here on saturday but its tuesday and i need it can u please send it,other,late_missing_delivery
1911028,569288,True,"@AmazonHelp Yes, and I can see that WashPo is still listed as connected on the Amazon account",1911027.0,en,"Yes, and I can see that WashPo is still listed as connected on the Amazon account",other,technical_product_support
245889,171909,True,"@AmazonHelp Indeed , I have provided yesterday",245888.0,en,"Indeed , I have provided yesterday",other,complaint_general
1356334,436248,True,Question: Why do @115830 allow companies to list items &amp; take orders as prime delivery when they are out of stock until November?,,en,Question: Why do allow companies to list items &amp; take orders as prime delivery when they are out of stock until November?,other,product_information
1531238,475040,True,@AmazonHelp what did the shower caddy do to you? #packingfail https://t.co/dxLdXs9tNm,,en,what did the shower caddy do to you? #packingfail,other,damaged_wrong_item
1114384,164356,True,@AmazonHelp Everything is good now,1114383.0,en,Everything is good now,other,complaint_general
2733877,278097,True,@115821 &amp; @122232 a safe place for a gift wrapped item is not next to some uncovered bins in the pouring rain! 😡 https://t.co/rYAL63H91V,,en,&amp; a safe place for a gift wrapped item is not next to some uncovered bins in the pouring rain! 😡,technical_product_support,damaged_wrong_item
1586733,414894,True,@115850 Do you not differentiate high priority cases and treat them any differently,1586734.0,en,Do you not differentiate high priority cases and treat them any differently,other,complaint_general
197800,161035,True,@AmazonHelp just gone to use Amazon prime and won't deliver until Friday 6th October?,,en,just gone to use Amazon prime and won't deliver until Friday 6th October?,other,late_missing_delivery
2398919,690337,True,@115821 My account has been hacked and password changed without consent,,en,My account has been hacked and password changed without consent,account_payment_security,account_payment_security
1028983,363469,True,Got my first @115821 delivery photo today! And it was also totally not my door #oops #wheresmypackage,,en,Got my first delivery photo today! And it was also totally not my door #oops #wheresmypackage,other,delivered_not_received
2294238,666202,True,@AmazonHelp @AmazonHelp I have tried going through the amazon subscription option but I still can’t go in.,2294237.0,en,I have tried going through the amazon subscription option but I still can’t go in.,other,technical_product_support
173470,156610,True,"@AmazonHelp Everything was listed as Prime and ordered in the normal shipping window. If something requires extra processing time as it is likely to miss out on next day delivery, it shouldn’t really be listed as Prime, should it?",173469.0,en,"Everything was listed as Prime and ordered in the normal shipping window. If something requires extra processing time as it is likely to miss out on next day delivery, it shouldn’t really be listed as Prime, should it?",other,late_missing_delivery
255053,176635,True,@115821 you said I'd get my biking shorts today. 😢Ur guy said there's a mishap &amp; not on his truck. I need them for my biking trip😔,,en,you said I'd get my biking shorts today. 😢Ur guy said there's a mishap &amp; not on his truck. I need them for my biking trip😔,other,late_missing_delivery
477674,151169,True,@228479 @115850 Worst coustmer srvice..my account is still freezed and they are not helping @AmazonHelp,477677.0,en,Worst coustmer srvice..my account is still freezed and they are not helping,complaint_general,account_payment_security
1176252,396693,True,@AmazonHelp Yes - between the 24th of Oct and the 27th. However the ETA for shipping was showing as the 23rd all along and its the 24th and still hasnt,1176251.0,en,Yes - between the 24th of Oct and the 27th. However the ETA for shipping was showing as the 23rd all along and its the 24th and still hasnt,other,late_missing_delivery
399831,210536,True,@115821 ordered this package yesterday and it's already here! So glad I can always count on you! 😊 #amazonprime #amazon https://t.co/YrRsNp0pq4,,en,ordered this package yesterday and it's already here! So glad I can always count on you! 😊 #amazonprime #amazon,other,complaint_general
829481,317544,True,@AmazonHelp Care to revert?? Everything is done from my side. https://t.co/F5cU6EMWnF,829480.0,en,Care to revert?? Everything is done from my side.,other,complaint_general
2634140,200971,True,"@AmazonHelp And If I open, I can not return?",2634138.0,en,"And If I open, I can not return?",return_refund,return_refund
2634874,743848,True,where is my Ultra Sun and Moon???????????? amazon says its been delivered??,,en,where is my Ultra Sun and Moon???????????? amazon says its been delivered??,other,delivered_not_received
